Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17
im looking for a restaurant in the center of town that serves romanian food;;;;;;;;;;;;;romantic;romantic;;
i would like to find a restaurant in the north part of town;indian;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant and it should be east part of town;korean;korean;;;;;;;;;;;;;;
im looking for a restaurant that serves mexican food;thai;thai;;thai;north;north;;;;;;;;;;
cheap restaurant;cuban;thai;;;;west;;;;;;;;;;
um im looking for something in the west thats moderately priced;;;;;;;;;;;;;;spicy;;
cheap restaurant;cuban;thai;;;;east;;;;;;;;;;
im looking for an expensive restaurant that serves belgium food;thai;thai;;thai;;north;;;;;;;;;;
could i have brazilian food;;cuban;;;south;south;;;;cheap;;;;;;
i want to find a cheap restaurant;thai;cuban;;;;west;;;;;;;;;;
looking for a cheap restaurant;thai;cuban;;;north;north;;;;;;;;;;
im looking for an expensive restaurant;korean;korean;;;;north;;;;;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
expensive restaurant it should serve persian food;;;;;south;south;;;;;;;;spicy;;
im looking for an expensive restaurant that serves french food;;;;;;north;;;;;;;;;;
cheap restaurant;cuban;thai;;;;west;;;;;;;;;;
im looking for an expensive restaurant;korean;korean;;;;north;;;;;;;;;;
hello;;;;;;east;;;;cheap;;;;;;
i want to find a moderately priced restaurant that serves vietnamese food;;;;;;west;;;;;;;;spicy;;
expensive restaurant in the east;;thai;;;;;;;;;;;;;;
unintelligible irish food;british;swiss;;;;north;;;;;;;;spicy;;
the center of town;;thai;;;;;;;;;;;;;;
cheap restaurant;thai;cuban;;;;east;;;;;;;;;;
expensive restaurant in the south;;thai;;;;;;;;;;;;spicy;;
south part of town;;swiss;;;;;;;;;;;;spicy;;
cheap;thai;thai;;;;east;;;;;;;;;;
christmas food west of town;;bistro;;;;;;;;;;;;;;
looking for something moderately priced on the north side of town;;thai;;;;;;;;;;;;spicy;;
i want an expensive restaurant in the east part of town;;thai;;;;;;;;;;;;;;
i am looking for an expensive restaurant that serves australian food;thai;thai;;thai;;north;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
looking for a sea food restaurant;;;;;north;north;;;;cheap;;;;;;
i want to find a restaurant in the center and it should serve corsica food;indian;thai;;;centre;east;centre;centre;;;;;;spicy;;
i need a restaurant in the west part of town that serves english food;thai;thai;;thai;;;;;;;;;;;;
i would like a moderately priced restaurant;;african;;;south;south;;;;;;;;spicy;;
im looking for a cheap restaurant;cuban;thai;;;north;north;;;;;;;;;;
i need a restaurant in the west part of town;;thai;;;;;;;;;;;;;;
i need a moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
moderately priced in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
um i would like to find an expensive restaurant in the south part of town;indian;thai;;;;;;;;;;;;spicy;;
i want a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the south part of the town;thai;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant that serves malaysian food;thai;thai;;thai;north;north;;;;;;;;;;
swiss food;;;;;west;west;;;;;;;spicy;spicy;;
uh yeah can i find a restaurant in the south part of town serving turkish food;;;;;;;;;;cheap;;;;spicy;;
im looking for a restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
i want a restaurant;;indian;;;;east;;;;;;;;;;
chinese restaurant in the south part of town;;;;;;;;;;cheap;;;;children;;
find restaurant in north part of town serving asian food;persian;fusion;;;;;;;;cheap;;;;spicy;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
north part of town;;korean;;;;;;;;;;;;;;
im looking for a restaurant in the south part of town it should serve jamaican food;;;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
restaurant in the west part of town;;thai;;;;;;;;;;;;;;
cheap italian;;;;;;west;;;;;;;;;;
i want an irish restaurant thats expensive;;;;;;west;;;;;;;;spicy;;
moderately priced;;african;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
i want to find a restaurant in the east part of town that serves basque food;thai;thai;;thai;;;;;;;;;;;;
id like a moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant that serves austrian food;thai;thai;;thai;north;north;;;;;;;;;;
expensive restaurant that serves vegetarian food;thai;thai;;thai;;;;;;;;;;;;
moderately priced priced restaurant;;african;;;;;;;;;;;;spicy;;
i am looking for an expensive restaurant on the east part of town;korean;thai;;;;;;;;;;;;;;
looking for a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderate priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i am looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
cheap restaurant south part of town;cuban;cuban;;;;;;;;;;;;spicy;;
cheap restaurant in the north;thai;thai;;;;;;;;;;;;;;
i need to find a restaurant in the center and it should serve irish food;turkish;thai;;;;;;;;;;;;spicy;;
moderately priced restaurant in the west;;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant that serves romanian food;;;;;north;north;;;;;;;romantic;romantic;;
im looking for a restaurant that serves scandinavian food;thai;thai;;thai;north;north;;;;;;;;;;
expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
moderately priced priced restaurant chinese food;;;;;;centre;;;;;;;;spicy;;
cantonese food;;chinese;;;;;;;;;;;;;;
im looking for an expensive restaurant serving turkish food;;;;;;north;;;;;;;;;;
mexican food;african;african;;;;;;;;;;;;;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant that serves scottish food;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for an expensive restaurant;korean;korean;;;;north;;;;;;;;;;
im looking for a restaurant in north part of town serving austrian food;korean;korean;;;;;;;;;;;;;;
im looking for a restaurant in the south part of town that serves french food;;;;;;;;;;;;;;spicy;;
i need restaurant serves spanish food;;;;;;;;;;;;;;spicy;;
im looking for a restaurant in the south part of town that serves greek food;thai;thai;;thai;;;;;;cheap;;;;spicy;;
in the east part of town;;thai;;;;;;;;;;;;;;
just a moment;;korean;;;;west;;;;moderate;;;;romantic;;
world food any price range;;korean;;;north;north;;;;;;;spicy;spicy;;spicy
hi im looking for an expensive restaurant in south part of town;korean;thai;;;;;;;;;;;;spicy;;
spanish food;;;;;;;;;;;;;;spicy;;
hi im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i need a caribbean restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
moderately priced north part of town;;african;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
i would like a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
i want to find a restaurant that serves french food;;;;;;west;;;;;;;;;;
an expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
south part of town italian food;;;;;;;;;;;;;;spicy;;
i want a restaurant that serves welsh food;thai;thai;;thai;west;east;west;west;;;;;;;;
looking for a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
find australian restaurant in north part of town;australasian;australasian;;;;;;;;;;;;;;
i want to find an expensive restaurant;indian;indian;;;;west;;;;;;;;;;
bistro food;;;;;;east;;;;;;;;;;
im looking for a world food restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
i want a cheap restaurant that serves european food;;;;;;east;;;;;;;;;;
a cheap restaurant serving mexican food;thai;thai;;;;east;;;;;;;;;;
id like a restaurant in the center that serves danish food;thai;thai;;thai;;;;;;;;;;;;
hello welcome;;;;;;east;;;;cheap;;;;;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
moderately priced west part of town;;african;;;;;;;;;;;;spicy;;
breath id like a cheap restaurant in the north part of town;french;thai;;;;;;;;;;;;;;
i want a restaurant that serves creative food;thai;thai;;thai;;east;;;;;;;;;;
i want a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in the center;korean;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant that serves;thai;thai;;thai;;north;;;;;;;;;;
id like a restaurant in the north part of town serving swiss food;;;;;;;;;;;;;spicy;spicy;;
id like a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for moderately priced restaurant in the east part of town;;thai;;;;;;;;;;;;spicy;;
steak house;;;;;south;south;;;cheap;cheap;;;;spicy;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
mexican food;african;african;;;;;;;;;;;;;;
cheap restaurant;cuban;thai;;;;east;;;;;;;;;;
restaurant in the east part of town that serves indonesian food;thai;thai;;thai;;;;;;;;;;;;
african food in any price range;;;;;;east;;;;;;;spicy;spicy;;spicy
uh yes id like an expensive restaurant that serves vegetarian food;thai;thai;;thai;;west;;;;;;;;;;
i need an expensive restaurant in the east part of town;;thai;;;;;;;;;;;;;;
i want a moderately priced restaurant in the north town;;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
moderate price;;persian;;;;;;;;;;;spicy;spicy;;spicy
id like a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
looking for an expensive restaurant;korean;korean;;;;north;;;;;;;;;;
im looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
cheap restaurant;thai;thai;;;;west;;;;;;;;;;
uh cheap restaurant serving scandinavian food;thai;cuban;;;;west;;;;;;;;;;
i want to find a moderately priced restaurant in the south part of time;indian;thai;;;;;;;;;;;;spicy;;
hi i need a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
is there anything that serves caribbean food;thai;thai;;thai;;centre;;;cheap;cheap;;;;;;
i want a moderate priced restaurant that serves indian food;;;;;;west;;;;;;;;spicy;;
im looking for a korean restaurant;;;;;north;north;;;;cheap;;;;;;
moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
restaurant north;;korean;;;;;;;;;;;;;;
im looking for polish food;spanish;spanish;;;;south;;;;;;;;;;
i want a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in the south part of town it should serve kosher food;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
i would like a restaurant;;;;;south;south;;;;;;;;;;
i need a cheap restaurant serving italian food;;;;;;west;;;;;;;;;;
looking for a cheap restaurant that serves spanish food;;;;;north;north;;;;;;;;spicy;;
greek food;;korean;;;;west;;;;cheap;;;;;;
eritrean food in the east part of town;;thai;;;;;;;;;;;;;;
im looking for a restaurant in the west part of town that serves christmas food;thai;thai;;thai;;;;;;;;;;;;
im looking for a expensive restaurant serving mediterranean food;;;;;north;north;;;;;;;;;;
looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
moderately priced restaurant that serves indian food;;;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a cheap vietnamese restaurant;;;;;north;north;;;;;;;;;;
korean food in the north part of town;;;;;;;;;;cheap;;;;;;
i want a restaurant in the north part of town;;thai;;;;;;;;;;;;;;
yea id like a;;thai;;;;east;;;;;;;;;;
i would like afghan food;african;african;;;south;south;;;;;;;;;;
cheap restaurant in the north;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in the center and it should serve traditional food;;;;;;;;;;;;;;spicy;;
hello welcome;;;;;;east;;;;cheap;;;;;;
id like to find a moderately priced restaurant;indian;indian;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant that serves portuguese food;;;;;north;north;;;;;;;;;;
im looking for moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
spanish food;;;;;;;;;;;;;;spicy;;
like to find a moderately priced restaurant in the west part of town;indian;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the center of town serving german food;korean;thai;;;;;;;;;;;;;;
uh yes im looking for a belgian restaurant in new york city;persian;persian;;;north;west;;;;;;;;;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
im looking for a restaurant in a area that serves;thai;thai;;thai;north;north;;;;;;;;;;
im looking for a restaurant in the west part of town;korean;thai;;;;;;;;;;;;;;
looking for a restaurant that serves turkish food;;;;;north;north;;;;;;;;;;
im looking for a restaurant;korean;korean;;;north;north;;;;;;;;;;
im looking for a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
gonville and caius college;swiss;swiss;;;;east;;;;cheap;;;;spicy;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
moderately priced restaurant north part of town;;african;;;;;;;;;;;;spicy;;
i want a cheap restaurant that serves cuban food;;;;;;west;;;;;;;;;;
trying to find a cheap restaurant;cuban;thai;;;;west;;;;;;;;;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
id like a restaurant that serves australian asian food;thai;thai;;thai;;east;;;;cheap;;;;spicy;;
i need to find one in the south part of town;;thai;;;;;;;;;;;;spicy;;
creative food;;;;;;centre;;;;;;;;;;
noise im looking for a cheap restaurant in the south part of town;swiss;thai;;;;;;;;;;;;spicy;;
moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
hello;;;;;;west;;;;cheap;;;;;;
i want to find a cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant that serves malaysian food;thai;thai;;thai;north;north;;;;;;;;;;
