Column1;Column2;Column3;Column4;Column5;Column6;Column7
2xpensive turk 4urkish;Do you want a restaurant with turkish cuisine at a expensive price range .;Do you want a restaurant with turkish cuisine at a expensive price range .;Do you want a restaurant with turkish cuisine at a expensive price range .;;FALSE;TRUE
for `panish food;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;;FALSE;TRUE
4m looking for a romanian restaurant;Do you want a restaurant with romanian cuisine in the north part of town with this additional requirement: romantic.;Do you want a restaurant with romanian cuisine .;Do you want a restaurant with romanian cuisine .;;FALSE;TRUE
hi im looking for a restaurant 1hat serves spanish food;Do you want a restaurant with spanish cuisine in the north part of town .;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;;FALSE;TRUE
im looking for a moderately priced 2estaurant;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
i heed a restaurant that 1erves `frican food;Do you want a restaurant with thai cuisine .;Do you want a restaurant with african cuisine .;Do you want a restaurant with thai cuisine .;;FALSE;TRUE
im looking for a cheap restaurant in 3he north part 5f town;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
cheap restaurant north 8art of 4own;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
west part 7f town 2uban food;Do you want a restaurant with cuban cuisine in the west part of town .;Do you want a restaurant with cuban cuisine in the west part of town .;Do you want a restaurant with cuban cuisine in the west part of town .;;FALSE;TRUE
pan asian `ood;Do you want a restaurant with indian cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
dan i 3ave a 8ebanese restaurant;Do you want a restaurant with lebanese cuisine .;Do you want a restaurant with lebanese cuisine .;Do you want a restaurant with lebanese cuisine .;;FALSE;TRUE
im looking for `n 1xpensive restaurant in the south part 8f town;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
im looking for a cheap 1estaurant in the `est part of town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;TRUE;TRUE
im looking for a restaurant in the north part of town;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;;FALSE;FALSE
yes ean i have a moderate priced 2estaurant;Do you want a restaurant in the east part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
i am looking for a restaurant in the south part of town and it should serve dantonese food;Do you want a restaurant with korean cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;FALSE
are there any 3estaurants that serve `nglish 3ood;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;TRUE
im looking for `n expensive restaurant and it should be 5n the south part of town;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
eheap restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;FALSE
id like a restaurant in any area that serves vegetarian food;Do you want a restaurant with thai cuisine .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;FALSE;FALSE
im looking for an expensive restaurant in the east 6art of town;Do you want a restaurant with korean cuisine in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
afghan `ood;Do you want a restaurant with african cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
5 am 8ooking for a moderately 7riced restaurant and it should;Do you want a restaurant with korean cuisine in the south part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im looking for an expensive restaurant and it should werve malaysian food;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;FALSE
i want a restaurant in the `est part of town that serves australian rood;Do you want a restaurant with thai cuisine in the west part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine in the west part of town .;;FALSE;TRUE
i want to find a moderately 8riced restaurant and it should 4e 5n the;Do you want a restaurant with indian cuisine in the south part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
6ooking for 1omething cheap;Do you want a restaurant with cuban cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
european food 2xpensive restaurant;Do you want a restaurant with european cuisine at a expensive price range .;Do you want a restaurant with european cuisine at a expensive price range .;Do you want a restaurant with european cuisine at a expensive price range .;;FALSE;TRUE
6ortuguese food;Do you want a restaurant with portuguese cuisine .;Do you want a restaurant with portuguese cuisine .;Do you want a restaurant with portuguese cuisine .;;FALSE;TRUE
im looking for an 2xpensive 2estaurant serving kitalian rood;Do you want a restaurant with italian cuisine at a expensive price range .;Do you want a restaurant with italian cuisine at a expensive price range .;Do you want a restaurant with italian cuisine at a expensive price range .;;FALSE;TRUE
